"id","s1","s2"
"005",0.966666666666667,0.966666666666667
"010",0.966666666666667,0.966666666666667
"015",0.966666666666667,0.966666666666667
"020",0.966666666666667,0.966666666666667
"025",0.966666666666667,0.966666666666667
"030",0.966666666666667,0.966666666666667
"035",0.966666666666667,0.966666666666667
"040",0.966666666666667,0.966666666666667
"045",0.966666666666667,0.966666666666667
"050",0.966666666666667,0.966666666666667
"055",0.966666666666667,0.966666666666667
"060",0.966666666666667,0.966666666666667
"065",0.966666666666667,0.966666666666667
"070",0.966666666666667,0.966666666666667
"075",0.966666666666667,0.966666666666667
"080",0.966666666666667,0.966666666666667
"085",0.966666666666667,0.966666666666667
"090",0.966666666666667,0.966666666666667
"095",0.966666666666667,0.966666666666667
"100",0.966666666666667,0.966666666666667
